Drug,Unnamed: 1,GENE,Query Score,Interaction Score,Normalized_query_score,Normalized_interaction_score
  CHEMBL541585,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL166486,,EHMT2,1.09,0.01,0.008703220191470845,2.9340140245870378e-05
  CHEMBL1383812,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL466465,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL599098,,EHMT2,1.09,0.01,0.008703220191470845,2.9340140245870378e-05
  NORBINALTORPHIMINE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  BISMUTH SUBSALICYLATE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CAMPTOTHECIN,,EHMT2,1.09,0.0,0.008703220191470845,0.0
  CHEMBL569864,,EHMT2,1.09,0.01,0.008703220191470845,2.9340140245870378e-05
  CHEMBL592558,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  PROCHLORPERAZINE EDISYLATE,,EHMT2,1.09,0.01,0.008703220191470845,2.9340140245870378e-05
  CHEMBL472940,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  NARINGIN,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  NALOXONE HYDROCHLORIDE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  FENCLONINE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  DOXYLAMINE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  DIMETHYLPHENYLPIPERAZINIUM IODIDE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL395915,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL1256797,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  RISEDRONIC ACID,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL589924,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL602990,,EHMT2,1.09,0.01,0.008703220191470845,2.9340140245870378e-05
  LAVENDUSTIN A,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  THIOTEPA,,EHMT2,1.09,0.01,0.008703220191470845,2.9340140245870378e-05
  BEPRIDIL,,EHMT2,1.09,0.0,0.008703220191470845,0.0
  CHEMBL527336,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  (+)-TAXIFOLIN,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CEPHARANTHINE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL1255656,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  PALMITOYL-CARNITINE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  OMEPRAZOLE MAGNESIUM,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  PROFLAVINE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL1256484,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL589421,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  SPICLOMAZINE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL316589,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  BIS(DIMETHYLAMINETHIOCARBONYL)MONOSULFIDE,,EHMT2,1.09,0.01,0.008703220191470845,2.9340140245870378e-05
  2-MERCAPTONICOTINIC ACID,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  ENOXIMONE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL1412002,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  GAMMA-AMINOBUTYRIC ACID,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL601547,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  DIPYRIDYL,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CYSTEAMINE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  GYKI-52466,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL275177,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  TYRPHOSTIN 25,,EHMT2,1.09,0.01,0.008703220191470845,2.9340140245870378e-05
  CHEMBL1256876,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  DIHYDREXIDINE HYDROCHLORIDE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  METAPHIT METHANESULFONATE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL579742,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  PROROXAN,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL322970,,EHMT2,1.09,0.0,0.008703220191470845,0.0
  DIBROMOTYROSINE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL589715,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHELERYTHRINE CHLORIDE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  2-PICOLINIC ACID,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL602923,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL1510164,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  DIHYDROXIDINE,,EHMT2,1.09,0.01,0.008703220191470845,2.9340140245870378e-05
  ISOETHARINE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  PAXILLINE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  VITAMIN B2,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CYSTAMINE DIHYDROCHLORIDE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  GLAUCINE METHIODIDE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  ISOETHARINE MESYLATE,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL1306524,,EHMT2,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  QUERCETIN,,EHMT2,1.08,0.0,0.008616187989556138,0.0
  MENADIONE,,EHMT2,1.05,0.0,0.008355091383812012,0.0
  METHYLDOPA,,EHMT2,1.02,0.0,0.008093994778067886,0.0
  CHEMBL523200,,EHMT2,1.02,0.0,0.008093994778067886,0.0
  INDIRUBIN-3-MONOXIME,,EHMT2,1.02,0.0,0.008093994778067886,0.0
  THIOGUANINE,,EHMT2,1.01,0.0,0.008006962576153178,0.0
  PYRROLIDINE DITHIOCARBAMATE,,EHMT2,1.01,0.01,0.008006962576153178,2.9340140245870378e-05
  DITHIAZANINE IODIDE,,EHMT2,1.01,0.01,0.008006962576153178,2.9340140245870378e-05
  TANSHINONE IIA,,EHMT2,1.01,0.01,0.008006962576153178,2.9340140245870378e-05
  CAPTAN,,EHMT2,1.01,0.01,0.008006962576153178,2.9340140245870378e-05
  SULINDAC,,EHMT2,0.99,0.0,0.00783289817232376,0.0
  DAUNORUBICIN,,EHMT2,0.98,0.0,0.007745865970409052,0.0
  DYCLONINE,,EHMT2,0.97,0.01,0.007658833768494343,2.9340140245870378e-05
  CHEMBL1486366,,EHMT2,0.97,0.01,0.007658833768494343,2.9340140245870378e-05
  BRIMONIDINE,,EHMT2,0.97,0.01,0.007658833768494343,2.9340140245870378e-05
  CHEMBL258767,,EHMT2,0.97,0.01,0.007658833768494343,2.9340140245870378e-05
  CHEMBL1503729,,EHMT2,0.97,0.01,0.007658833768494343,2.9340140245870378e-05
  CHEMBL1256364,,EHMT2,0.97,0.01,0.007658833768494343,2.9340140245870378e-05
  DAPHNETIN,,EHMT2,0.97,0.01,0.007658833768494343,2.9340140245870378e-05
  2-MERCAPTOBENZOTHIAZOLE,,EHMT2,0.97,0.01,0.007658833768494343,2.9340140245870378e-05
  CHEMBL601952,,EHMT2,0.97,0.01,0.007658833768494343,2.9340140245870378e-05
  LIPOIC ACID,,EHMT2,0.97,0.0,0.007658833768494343,0.0
  WORTMANNIN,,EHMT2,0.94,0.0,0.0073977371627502175,0.0
  CHELERYTHRINE,,EHMT2,0.93,0.0,0.0073107049608355104,0.0
  CHEMBL56543,,EHMT2,0.93,0.0,0.0073107049608355104,0.0
  CHEMBL175266,,EHMT2,0.93,0.0,0.0073107049608355104,0.0
  CHEMBL599013,,EHMT2,0.93,0.0,0.0073107049608355104,0.0
  DAUNORUBICIN HYDROCHLORIDE,,EHMT2,0.92,0.0,0.007223672758920802,0.0
  TRICHOSTATIN,,EHMT2,0.92,0.0,0.007223672758920802,0.0
  CHEMBL53898,,EHMT2,0.92,0.0,0.007223672758920802,0.0
  CHEMBL578512,,EHMT2,0.9,0.0,0.007049608355091385,0.0
  EPIGALOCATECHIN GALLATE,,EHMT2,0.9,0.0,0.007049608355091385,0.0
  CISPLATIN,,EHMT2,0.88,0.0,0.006875543951261968,0.0
  CHEMBL590168,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  THIOGUANOSINE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL589694,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  DIETHYLCARBAMAZINE CITRATE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  (-)-U-50488,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  FOMEPIZOLE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL589245,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  FENOLDOPAM BROMIDE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CONGO RED,,EHMT2,0.87,0.0,0.006788511749347259,0.0
  CHEMBL587856,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  INDIGOTINDISULFONATE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  BENSERAZIDE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  ERGOCRYPTINE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL589711,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL547483,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  AGROCLAVINE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  PHOSMET,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL547269,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  MERCURIC CHLORIDE,,EHMT2,0.87,0.0,0.006788511749347259,0.0
  CHEMBL532160,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  HARMINE HYDROCHLORIDE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  BUSPIRONE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL600747,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  U-0126,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CYSTEINE,,EHMT2,0.87,0.0,0.006788511749347259,0.0
  BRILLIANT GREEN OXALATE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL313737,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL1984884,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL171699,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  NIMESULIDE,,EHMT2,0.87,0.0,0.006788511749347259,0.0
  VINPOCETINE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CEFAZOLIN,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  NAFTOPIDIL,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  ERGOCALCIFEROL,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL1567571,,EHMT2,0.87,0.0,0.006788511749347259,0.0
  PAROXETINE HYDROCHLORIDE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  TELENZEPINE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  GALLAMINE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL580183,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL600306,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL601137,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
"  N,N-HEXAMETHYLENEAMILORIDE",,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  2-METHOXYESTRADIOL,,EHMT2,0.87,0.0,0.006788511749347259,0.0
  DEMECLOCYCLINE HYDROCHLORIDE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  TREQUINSIN HYDROCHLORIDE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  ZAPRINAST,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  HYDROXYZINE PAMOATE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  DILTIAZEM HYDROCHLORIDE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  ISOCONAZOLE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  PHENANTHROLINE,,EHMT2,0.87,0.0,0.006788511749347259,0.0
  URAPIDIL,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL538104,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  HINOKITIOL,,EHMT2,0.87,0.0,0.006788511749347259,0.0
  METHAZOLAMIDE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CYCLOBENZAPRINE HYDROCHLORIDE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CEPHALOTHIN,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CEPHALOTHIN SODIUM,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  DEQUALINIUM CHLORIDE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL505670,,EHMT2,0.87,0.0,0.006788511749347259,0.0
  RESCINNAMINE,,EHMT2,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  EBSELEN,,EHMT2,0.85,0.0,0.0066144473455178425,0.0
  TYRPHOSTIN A9,,EHMT2,0.83,0.0,0.006440382941688425,0.0
  ARACHIDONIC ACID,,EHMT2,0.82,0.0,0.006353350739773717,0.0
  BENSERAZIDE HYDROCHLORIDE,,EHMT2,0.82,0.0,0.006353350739773717,0.0
  CHEMBL24983,,EHMT2,0.82,0.0,0.006353350739773717,0.0
  RALOXIFENE HYDROCHLORIDE,,EHMT2,0.79,0.0,0.006092254134029592,0.0
  METHYLERGONOVINE,,EHMT2,0.79,0.01,0.006092254134029592,2.9340140245870378e-05
  CHEMBL261557,,EHMT2,0.79,0.01,0.006092254134029592,2.9340140245870378e-05
  CHEMBL1310138,,EHMT2,0.79,0.01,0.006092254134029592,2.9340140245870378e-05
  (-)-EPICATECHIN,,EHMT2,0.79,0.01,0.006092254134029592,2.9340140245870378e-05
  DOCONEXENT,,EHMT2,0.79,0.01,0.006092254134029592,2.9340140245870378e-05
  PYRITHIONE,,EHMT2,0.79,0.01,0.006092254134029592,2.9340140245870378e-05
  CHEMBL1576310,,EHMT2,0.79,0.01,0.006092254134029592,2.9340140245870378e-05
  LAPACHONE,,EHMT2,0.78,0.0,0.006005221932114883,0.0
  NICLOSAMIDE,,EHMT2,0.78,0.0,0.006005221932114883,0.0
  DIACEREIN,,EHMT2,0.77,0.0,0.0059181897302001745,0.0
  TYRPHOSTIN AG 879,,EHMT2,0.77,0.0,0.0059181897302001745,0.0
  DOXORUBICIN HYDROCHLORIDE,,EHMT2,0.77,0.0,0.0059181897302001745,0.0
  CYCLOPHOSPHAMIDE,,EHMT2,0.77,0.0,0.0059181897302001745,0.0
  HYDROQUINONE,,EHMT2,0.77,0.0,0.0059181897302001745,0.0
  CHLOROQUINE,,EHMT2,0.77,0.0,0.0059181897302001745,0.0
  GLUTAMIC ACID,,EHMT2,0.76,0.0,0.005831157528285467,0.0
  NORDIHYDROGUAIARETIC ACID,,EHMT2,0.75,0.0,0.005744125326370758,0.0
  MITOXANTRONE,,EHMT2,0.74,0.0,0.005657093124456049,0.0
  KENPAULLONE,,EHMT2,0.74,0.0,0.005657093124456049,0.0
  METHOCTRAMINE,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  R-N-PROPYLNORAPOMORPHINE,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL578294,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL2095095,,EHMT2,0.73,0.0,0.005570060922541341,0.0
  CHEMBL1232076,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  THIOINOSINE,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL585240,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CARMINE,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  QUINOLINIC ACID,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  GALLIC ACID METHYL ESTER,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  METHYLDOPA (RACEMIC),,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  BUFEXAMAC,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  PURPUROGALLIN,,EHMT2,0.73,0.0,0.005570060922541341,0.0
  DIAMIDE,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL581152,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  RABEPRAZOLE,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  QUINACRINE,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL582722,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL536166,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL59030,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL1307453,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  PHENYLBUTAZONE,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CEFOTIAM HYDROCHLORIDE,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  ERGOCORNINE,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL530280,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL1310701,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL299853,,EHMT2,0.73,0.0,0.005570060922541341,0.0
  IMETIT,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  4-DAMP,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL467987,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  METHIMAZOLE,,EHMT2,0.73,0.0,0.005570060922541341,0.0
  ROTTLERIN,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL1270169,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CEFOTAXIME,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  FLUPHENAZINE,,EHMT2,0.73,0.0,0.005570060922541341,0.0
  ETHACRYNIC ACID,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  FIDUXOSIN HYDROCHLORIDE,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  LEVONORDEFRIN,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  BOPINDOLOL,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL590691,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  ISOQUERCETIN,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL583558,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  ETHOPROPAZINE,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL600738,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL388979,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL590706,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  QUINACRINE DIHYDROCHLORIDE,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  LAVENDUSTIN C,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  2'-HYDROXYCHALCONE,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL127421,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  PICEATANNOL,,EHMT2,0.73,0.0,0.005570060922541341,0.0
  BAY-11-7085,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL338115,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL584635,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL531322,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL580340,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  ALITRETINOIN,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CLOMETHIAZOLE,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  AMARANTH,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  CHEMBL602969,,EHMT2,0.73,0.01,0.005570060922541341,2.9340140245870378e-05
  MYRICETIN,,EHMT2,0.73,0.0,0.005570060922541341,0.0
  RHEIN,,EHMT2,0.7,0.0,0.005308964316797215,0.0
  CHEMBL429095,,EHMT2,0.7,0.0,0.005308964316797215,0.0
  THEOPHYLLINE,,EHMT2,0.7,0.0,0.005308964316797215,0.0
  SANGUINARIUM,,EHMT2,0.7,0.0,0.005308964316797215,0.0
  CHEMBL56731,,EHMT2,0.69,0.0,0.005221932114882507,0.0
  CHEMBL67535,,EHMT2,0.69,0.0,0.005221932114882507,0.0
  MELPHALAN,,EHMT2,0.69,0.0,0.005221932114882507,0.0
  TAMOXIFEN CITRATE,,EHMT2,0.69,0.0,0.005221932114882507,0.0
  CHEMBL605003,,EHMT2,0.69,0.0,0.005221932114882507,0.0
  ACID BLUE 129,,EHMT2,0.69,0.0,0.005221932114882507,0.0
  LOVASTATIN,,EHMT2,0.68,0.0,0.0051348999129677995,0.0
  DISULFIRAM,,EHMT2,0.67,0.0,0.005047867711053091,0.0
  E324,,EHMT2,0.67,0.01,0.005047867711053091,2.9340140245870378e-05
  CHEMBL586031,,EHMT2,0.67,0.01,0.005047867711053091,2.9340140245870378e-05
  CHEMBL1079460,,EHMT2,0.67,0.01,0.005047867711053091,2.9340140245870378e-05
  INAMRINONE,,EHMT2,0.65,0.0,0.004873803307223674,0.0
  RESVERATROL,,EHMT2,0.65,0.0,0.004873803307223674,0.0
  EMODIN,,EHMT2,0.65,0.0,0.004873803307223674,0.0
  ISOPROTERENOL,,EHMT2,0.64,0.0,0.004786771105308965,0.0
  FUSARIC ACID,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  SB-202190,,EHMT2,0.62,0.0,0.004612706701479548,0.0
  CHEMBL1814509,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  PHENELZINE SULFATE,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  CYCLOVALONE,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  CHEMBL527585,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  FLUPHENAZINE HYDROCHLORIDE,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  CHEMBL590186,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  CHEMBL600692,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  CHEMBL596380,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  CHEMBL584458,,EHMT2,0.62,0.0,0.004612706701479548,0.0
  MOLINDONE,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  OXYPHENBUTAZONE,,EHMT2,0.62,0.0,0.004612706701479548,0.0
  CARBETAPENTANE,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  ORPHENADRINE CITRATE,,EHMT2,0.62,0.0,0.004612706701479548,0.0
  CHEMBL578504,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  CHEMBL1465049,,EHMT2,0.62,0.0,0.004612706701479548,0.0
  CHEMBL122355,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  CAFFEIC ACID PHENETHYL ESTER,,EHMT2,0.62,0.0,0.004612706701479548,0.0
  GUANIDINONALTRINDOLE,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  GUANFACINE,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  CHEMBL235891,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  CHEMBL578675,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  CGS-15943,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  4-CHLOROMERCURIBENZOIC ACID,,EHMT2,0.62,0.0,0.004612706701479548,0.0
  CHEMBL275311,,EHMT2,0.62,0.0,0.004612706701479548,0.0
  TYRPHOSTIN 23,,EHMT2,0.62,0.0,0.004612706701479548,0.0
  CEFACLOR,,EHMT2,0.62,0.0,0.004612706701479548,0.0
  MAPROTILINE HYDROCHLORIDE,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  ERBSTATIN,,EHMT2,0.62,0.0,0.004612706701479548,0.0
  BROMOCRIPTINE MESYLATE,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  CLOFAZIMINE,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  CIANIDANOL,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  CHEMBL343002,,EHMT2,0.62,0.01,0.004612706701479548,2.9340140245870378e-05
  CAPSAZEPINE,,EHMT2,0.62,0.0,0.004612706701479548,0.0
  PROTOAPIGENONE,,EHMT2,0.62,0.0,0.004612706701479548,0.0
  CYTARABINE,,EHMT2,0.61,0.0,0.0045256744995648395,0.0
