Drug_name,GENE,Query Score,Interaction Score,Normalized_query_score,Normalized_interaction_score
CHEMBL2207339,PTPN1,8.71,1.93,0.075021758,0.005662647
GLISOFLAVONE,PTPN1,8.71,1.93,0.075021758,0.005662647
FLUORESCEIN DIPHOSPHATE,PTPN1,8.71,1.93,0.075021758,0.005662647
LICOAGRONE,PTPN1,8.71,1.93,0.075021758,0.005662647
MOROLIC ACID,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL1162414,PTPN1,8.71,1.93,0.075021758,0.005662647
LIPIDYL PSEUDOPTERANE A,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL458855,PTPN1,8.71,1.93,0.075021758,0.005662647
ALDISIN,PTPN1,8.71,1.93,0.075021758,0.005662647
LIPIDYL PSEUDOPTERANE D,PTPN1,8.71,1.93,0.075021758,0.005662647
ISOBAVACHALCONE,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL214502,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL1185001,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL382311,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL203517,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL184444,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL243731,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL1234135,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL196526,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL99447,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL243940,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL193233,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL190801,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL305785,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL394484,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL213758,PTPN1,8.71,1.93,0.075021758,0.005662647
CHEMBL180792,PTPN1,6.53,1.44,0.056048738,0.00422498
OLEANOLIC_ACID,PTPN1,5.81,0.64,0.049782419,0.001877769
TILUDRONIC ACID,PTPN1,4.36,0.96,0.03716275,0.002816653
TRODUSQUEMINE,PTPN1,4.36,0.96,0.03716275,0.002816653
CHEMBL204543,PTPN1,4.36,0.96,0.03716275,0.002816653
OLTIPRAZ,PTPN1,4.36,0.48,0.03716275,0.001408327
MORONIC ACID,PTPN1,4.36,0.96,0.03716275,0.002816653
ALLYL ISOTHIOCYANATE,PTPN1,2.9,0.64,0.024456049,0.001877769
DITHIOLETHIONE,PTPN1,2.9,0.32,0.024456049,0.000938884
URSOLIC ACID,PTPN1,2.18,0.16,0.01818973,0.000469442
ANETHOLTRITHION,PTPN1,2.18,0.48,0.01818973,0.001408327
ERTIPROTAFIB,PTPN1,2.18,0.48,0.01818973,0.001408327
LOBARIC ACID,PTPN1,1.16,0.13,0.009312446,0.000381422
INSULIN,PTPN1,0.34,0.04,0.002175805,0.000117361
HALOTHANE,ATP2B1,1.22,3.96,0.009834639,0.011618696
HYRTIOERECTINE B,UBA1,8.71,37.87,0.075021758,0.111111111
HIMEIC ACID A,UBA1,8.71,37.87,0.075021758,0.111111111
QUERCETIN,UBA1,2.16,0.36,0.018015666,0.001056245
ERITADENINE,AHCY,17.42,75.74,0.150826806,0.222222222
COPPER,AHCY,5.63,0.39,0.04821584,0.001144265
CHEMBL202701,AHCY,4.36,18.94,0.03716275,0.055570226
STANNSOPORFIN,HMOX2,30.49,49.7,0.264577894,0.145820497
CHEMBL1161866,HMOX2,3.54,0.3,0.03002611,0.000880204
BETAMETHASONE,HMOX2,1.94,3.16,0.016100957,0.009271484
MORPHINE,HMOX2,1.23,1.33,0.009921671,0.003902239
CARBOXIN,SDHA,8.71,28.4,0.075021758,0.083325998
CHEMBL1236433,SDHA,8.71,14.2,0.075021758,0.041662999
COENZYME Q1,SDHA,4.36,7.1,0.03716275,0.0208315
UBIDECARENONE,SDHA,4.36,14.2,0.03716275,0.041662999
MYXOTHIAZOL,UQCRC1,8.71,22.72,0.075021758,0.066660799
FAMOXADONE,UQCRC1,5.23,2.27,0.044734552,0.006660212
CHEMBL1235570,UQCRC1,5.23,2.27,0.044734552,0.006660212
COENZYME Q2,UQCRC1,5.23,2.27,0.044734552,0.006660212
AZOXYSTROBIN,UQCRC1,4.36,1.89,0.03716275,0.005545287
CHEMBL1160508,PRDX2,6.53,21.3,0.056048738,0.062494499
COPPER,PRDX2,3.75,0.39,0.031853786,0.001144265
PHOSPHATIDYL SERINE,PTDSS1,4.36,28.4,0.03716275,0.083325998
STAUROSPORINE,MARCKSL1,1.13,2.1,0.009051349,0.006161429
ACETYLDIGITOXIN,ATP1B3,1.63,1.78,0.013402959,0.005222545
DESLANOSIDE,ATP1B3,1.45,1.58,0.011836379,0.004635742
DIGITOXIN,ATP1B3,1.21,0.79,0.009747607,0.002317871
DIGOXIN,ATP1B3,0.38,0.42,0.002523934,0.001232286
CHEMBL291678,GRB2,17.42,113.61,0.150826806,0.333333333
PEGADEMASE,GRB2,8.71,56.81,0.075021758,0.166681337
PHENETHYLISOTHIOCYANATE,YWHAH,5.26,2.14,0.044995648,0.00627879
ERBITUX,BAX,8.71,2.37,0.075021758,0.006953613
CIPROFLOXACIN,BAX,4.75,0.32,0.040557006,0.000938884
VINORELBINE,BAX,4.02,0.09,0.034203655,0.000264061
ROFECOXIB,BAX,3.27,0.3,0.02767624,0.000880204
BCG VACCINE,BAX,2.9,0.2,0.024456049,0.000586803
KERACYANIN,BAX,2.49,0.34,0.020887728,0.000997565
RETINOL,BAX,2.49,0.17,0.020887728,0.000498782
MITOXANTRONE,BAX,2.23,0.09,0.018624891,0.000264061
CILMOSTIM,BAX,2.18,0.59,0.01818973,0.001731068
O-CHLOROACETYLCARBAMOYLFUMAGILLOL,BAX,2.18,0.59,0.01818973,0.001731068
CAMPTOTHECIN,BAX,2.18,0.07,0.01818973,0.000205381
ANDROSTENEDIONE,BAX,2.18,0.2,0.01818973,0.000586803
QUERCETIN,BAX,2.16,0.02,0.018015666,5.87E-05
PRASTERONE,BAX,2.01,0.09,0.016710183,0.000264061
SODIUM CHLORIDE,BAX,1.87,0.17,0.015491732,0.000498782
DOXORUBICIN,BAX,1.83,0.02,0.015143603,5.87E-05
CISPLATIN,BAX,1.77,0.02,0.01462141,5.87E-05
PREDNISOLONE,BAX,1.68,0.09,0.01383812,0.000264061
ETOPOSIDE,BAX,1.68,0.05,0.01383812,0.000146701
LAPACHONE,BAX,1.56,0.08,0.012793734,0.000234721
LEUCOVORIN,BAX,1.56,0.08,0.012793734,0.000234721
ATENOLOL,BAX,1.54,0.07,0.012619669,0.000205381
CYCLOPHOSPHAMIDE,BAX,1.54,0.03,0.012619669,8.80E-05
PROCARBAZINE,BAX,1.45,0.39,0.011836379,0.001144265
BORTEZOMIB,BAX,1.36,0.01,0.01105309,2.93E-05
ERYTHROMYCIN,BAX,1.31,0.12,0.010617929,0.000352082
MELATONIN,BAX,1.28,0.07,0.010356832,0.000205381
PHENYLEPHRINE,BAX,1.24,0.17,0.010008703,0.000498782
SULFORAPHANE,BAX,1.24,0.34,0.010008703,0.000997565
MEDROXYPROGESTERONE ACETATE,BAX,1.24,0.17,0.010008703,0.000498782
CARVEDILOL,BAX,1.23,0.11,0.009921671,0.000322742
VERAPAMIL,BAX,1.22,0.05,0.009834639,0.000146701
LEVODOPA,BAX,1.18,0.06,0.00948651,0.000176041
DOCETAXEL,BAX,1.17,0.03,0.009399478,8.80E-05
ESTRAMUSTINE,BAX,1.16,0.16,0.009312446,0.000469442
BICALUTAMIDE,BAX,1.09,0.3,0.00870322,0.000880204
NALTREXONE,BAX,1.09,0.3,0.00870322,0.000880204
FLUOROURACIL,BAX,1.08,0.02,0.008616188,5.87E-05
OXALIPLATIN,BAX,1.06,0.1,0.008442124,0.000293401
METHOTREXATE,BAX,0.97,0.02,0.007658834,5.87E-05
PRAVASTATIN,BAX,0.97,0.07,0.007658834,0.000205381
OXYTOCIN,BAX,0.97,0.26,0.007658834,0.000762844
PHENOBARBITAL,BAX,0.92,0.06,0.007223673,0.000176041
SIROLIMUS,BAX,0.92,0.04,0.007223673,0.000117361
FLUDARABINE,BAX,0.87,0.12,0.006788512,0.000352082
DACARBAZINE,BAX,0.62,0.17,0.004612707,0.000498782
ANDROSTANOLONE,BAX,0.38,0.1,0.002523934,0.000293401
NICOTINE,BAX,0.32,0.04,0.002001741,0.000117361
POMALIDOMIDE,CUL4A,0.73,3.16,0.005570061,0.009271484
LENALIDOMIDE,CUL4A,0.54,1.18,0.003916449,0.003462137
THALIDOMIDE,CUL4A,0.48,0.53,0.003394256,0.001555027
ALCOHOL,PPA1,0.66,0.86,0.004960836,0.002523252
FOSTAMATINIB,CLASP1,0.96,0.38,0.007571802,0.001114925
FGI-101-1A6,TSG101,4.36,4.37,0.03716275,0.012821641
CHEMBL223575,TSG101,1.09,1.09,0.00870322,0.003198075
CHEMBL175266,TSG101,0.93,0.31,0.007310705,0.000909544
DAUNORUBICIN HYDROCHLORIDE,TSG101,0.92,0.13,0.007223673,0.000381422
CHEMBL505670,TSG101,0.87,0.12,0.006788512,0.000352082
CHEMBL585654,TSG101,0.87,0.87,0.006788512,0.002552592
"1,4-DIMETHOXYANTHRAQUINONE",TSG101,0.87,0.44,0.006788512,0.001290966
"2,4-DIHYDROXYBENZOPHENONE",TSG101,0.73,0.73,0.005570061,0.00214183
CHEMBL103583,TSG101,0.54,0.55,0.003916449,0.001613708
CHEMBL1451216,TSG101,0.51,0.26,0.003655352,0.000762844
DIPYRIDAMOLE,TSG101,0.48,0.08,0.003394256,0.000234721
PYRONIN Y,TSG101,0.48,0.24,0.003394256,0.000704163
TOPOTECAN HYDROCHLORIDE,TSG101,0.4,0.4,0.002697998,0.001173606
PX-478,SETD2,2.18,14.2,0.01818973,0.041662999
2-METHOXYESTRADIOL,SETD2,0.87,1.89,0.006788512,0.005545287
OZANEZUMAB,RTN4,8.71,56.81,0.075021758,0.166681337
ATINUMAB,RTN4,8.71,56.81,0.075021758,0.166681337
PHENYLALANINE,FARSB,1.74,11.36,0.014360313,0.033330399
PHOSPHATIDYL SERINE,SMPD4,1.74,11.36,0.014360313,0.033330399
BEPRIDIL,CACNA1A,6.53,1.33,0.056048738,0.003902239
ZICONOTIDE,CACNA1A,4.36,3.55,0.03716275,0.01041575
LOPERAMIDE,CACNA1A,3.48,0.95,0.029503916,0.002787313
DOTARIZINE,CACNA1A,2.18,1.78,0.01818973,0.005222545
VERAPAMIL,CACNA1A,1.83,0.21,0.015143603,0.000616143
BIOALLETHRIN,CACNA1A,1.74,1.42,0.014360313,0.0041663
FLUNARIZINE,CACNA1A,1.45,0.39,0.011836379,0.001144265
PREGABALIN,CACNA1A,1.39,1.14,0.011314186,0.003344776
CELECOXIB,CACNA1A,1.04,0.11,0.008268059,0.000322742
NISOLDIPINE,CACNA1A,1.02,0.42,0.008093995,0.001232286
ELPETRIGINE,CACNA1A,0.54,0.44,0.003916449,0.001290966
GABAPENTIN ENACARBIL,CACNA1A,0.17,0.14,0.000696258,0.000410762
IMAGABALIN,CACNA1A,0.17,0.14,0.000696258,0.000410762
ATAGABALIN,CACNA1A,0.17,0.14,0.000696258,0.000410762
BEPRIDIL HYDROCHLORIDE,CACNA1A,0.17,0.14,0.000696258,0.000410762
GABAPENTIN,CACNA1A,0.14,0.11,0.000435161,0.000322742
CHEMBL556667,GRM6,2.18,14.2,0.01818973,0.041662999
EGLUMEGAD,GRM6,1.09,7.1,0.00870322,0.0208315
ASPIRIN,TAPBP,0.72,1.56,0.005483029,0.004577062
CHEMBL1161866,MT-ND6,3.54,0.3,0.03002611,0.000880204
NV-128,MT-ND6,1.13,0.28,0.009051349,0.000821524
ME-344,MT-ND6,1.11,0.28,0.008877285,0.000821524
METFORMIN HYDROCHLORIDE,MT-ND6,1.05,0.26,0.008355091,0.000762844
DASATINIB,FGR,1.47,0.21,0.012010444,0.000616143
PRT-2607,FGR,1.45,1.89,0.011836379,0.005545287
APITOLISIB,FGR,1.27,0.24,0.0102698,0.000704163
ZANUBRUTINIB,FGR,1.16,0.76,0.009312446,0.002229851
ENMD-981693,FGR,0.97,0.21,0.007658834,0.000616143
FOSTAMATINIB,FGR,0.96,0.04,0.007571802,0.000117361
XL-228,FGR,0.51,0.33,0.003655352,0.000968225
TG100-801,FGR,0.48,0.32,0.003394256,0.000938884
NINTEDANIB,FGR,0.4,0.26,0.002697998,0.000762844
ILORASERTIB,FGR,0.37,0.05,0.002436902,0.000146701
BETA-NAPHTHOFLAVONE,NR2F1,1.45,18.94,0.011836379,0.055570226
KB-004,EPHA3,4.36,11.36,0.03716275,0.033330399
FOSTAMATINIB,EPHA3,0.96,0.08,0.007571802,0.000234721
HESPERADIN,EPHA3,0.87,0.28,0.006788512,0.000821524
VANDETANIB,EPHA3,0.4,0.21,0.002697998,0.000616143
SITRAVATINIB,EPHA3,0.34,0.87,0.002175805,0.002552592
ASPARTIC ACID,ADSS,10.16,9.47,0.087641427,0.027785113
ALANOSINE,ADSS,8.71,28.4,0.075021758,0.083325998
ZINC CHLORIDE,SELENOP,2.83,0.88,0.023846823,0.002581932
METHYLDOPA,SELENOP,2.04,0.36,0.016971279,0.001056245
GEMCITABINE,DAPK1,1.38,0.46,0.011227154,0.001349646
FOSTAMATINIB,DAPK1,0.96,0.13,0.007571802,0.000381422
STAUROSPORINE,DAPK1,0.56,0.35,0.004090513,0.001026905
COPPER,B2M,3.75,0.16,0.031853786,0.000469442
PEMBROLIZUMAB,B2M,3.17,1.03,0.026805918,0.003022034
THYROGLOBULIN,B2M,2.9,7.57,0.024456049,0.022210486
AMIKACIN,B2M,1.74,4.54,0.014360313,0.013320424
INDOLE-3-BUTYRIC ACID,B2M,1.74,4.54,0.014360313,0.013320424
CHEMBL173729,GUCY2D,4.36,28.4,0.03716275,0.083325998
RIOCIGUAT,GUCY2D,0.87,5.68,0.006788512,0.0166652
METHYLDOPA,APLP2,2.04,0.36,0.016971279,0.001056245
ZINC CHLORIDE,APLP2,1.89,0.59,0.015665796,0.001731068
IRINOTECAN,RUNX3,2.3,1.07,0.019234117,0.003139395
LEUCOVORIN,RUNX3,1.56,2.03,0.012793734,0.005956048
TALABOSTAT,DPP9,1.74,11.36,0.014360313,0.033330399
TENELIGLIPTIN,DPP9,1.45,9.47,0.011836379,0.027785113
CHEMBL1797709,KAT2B,8.71,7.57,0.075021758,0.022210486
CHEMBL1234797,KAT2B,8.71,7.57,0.075021758,0.022210486
CHEMBL404916,KAT2B,6.53,5.68,0.056048738,0.0166652
CHEMBL1797711,KAT2B,4.36,3.79,0.03716275,0.011119913
CHEMBL1797708,KAT2B,2.9,2.52,0.024456049,0.007393715
CHEMBL257748,KAT2B,2.9,2.52,0.024456049,0.007393715
CHEMBL416038,KAT2B,2.9,2.52,0.024456049,0.007393715
GARCINOL,KAT2B,2.9,1.26,0.024456049,0.003696858
CHEMBL1797707,KAT2B,2.9,2.52,0.024456049,0.007393715
PLUMBAGIN,KAT2B,1.45,0.25,0.011836379,0.000733504
TRIAZOLAM,KAT2B,0.87,0.25,0.006788512,0.000733504
COENZYME_A,KAT2B,0.54,0.47,0.003916449,0.001378987
COCAINE,KAT2B,0.34,0.15,0.002175805,0.000440102
NABIXIMOLS,KAT2B,0.3,0.09,0.001827676,0.000264061
AMPHETAMINE,KAT2B,0.22,0.19,0.001131419,0.000557463
GLUTAMIC ACID,PFAS,3.04,3.61,0.0256745,0.010591791
METHYLDOPA,TP73,2.04,0.1,0.016971279,0.000293401
ZINC CHLORIDE,TP73,1.89,0.17,0.015665796,0.000498782
EPIGALOCATECHIN GALLATE,TP73,1.8,0.56,0.014882507,0.001643048
CISPLATIN,TP73,1.77,0.11,0.01462141,0.000322742
REGRAMOSTIM,TP73,1.63,1.01,0.013402959,0.002963354
TAZAROTENE,TP73,1.09,2.03,0.00870322,0.005956048
CARBOPLATIN,TP73,0.99,0.21,0.007832898,0.000616143
CHEMBL1233001,GMDS,17.42,113.61,0.150826806,0.333333333
CHEMBL384759,GMDS,3.63,1.58,0.030809399,0.004635742
BETRIXABAN,F10,39.2,9.3,0.340382942,0.02728633
OTAMIXABAN,F10,21.78,5.16,0.188772846,0.015139512
EDOXABAN,F10,17.42,4.13,0.150826806,0.012117478
EMICIZUMAB,F10,17.42,4.13,0.150826806,0.012117478
RIVAROXABAN,F10,14.52,3.44,0.125587467,0.010093008
CHEMBL1271162,F10,13.07,3.1,0.112967798,0.009095443
ERIBAXABAN,F10,13.07,3.1,0.112967798,0.009095443
MOROCTOCOG ALFA,F10,11.88,0.56,0.102610966,0.001643048
APIXABAN,F10,10.16,2.41,0.087641427,0.007070974
IDRAPARINUX,F10,8.71,2.07,0.075021758,0.006073409
EDOXABAN TOSYLATE,F10,8.71,2.07,0.075021758,0.006073409
LETAXABAN,F10,8.71,2.07,0.075021758,0.006073409
MANGIFERIN HEPTASULFATE,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL557915,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL220513,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL217914,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL48813,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL402761,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL232566,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL561318,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL385587,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL233992,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL1235423,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL351298,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL550453,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL368238,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL245678,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL182323,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL220529,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL391805,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL375112,F10,8.71,2.07,0.075021758,0.006073409
CHEMBL316053,F10,8.71,2.07,0.075021758,0.006073409
ENOXAPARIN,F10,6.53,1.55,0.056048738,0.004547722
IDRAPARINUX SODIUM,F10,4.36,1.03,0.03716275,0.003022034
TANOGITRAN,F10,4.36,1.03,0.03716275,0.003022034
SEMULOPARIN,F10,4.36,1.03,0.03716275,0.003022034
FONDAPARINUX,F10,4.36,1.03,0.03716275,0.003022034
CHEMBL391737,F10,4.36,1.03,0.03716275,0.003022034
GW813893,F10,4.36,1.03,0.03716275,0.003022034
CHEMBL391640,F10,4.36,1.03,0.03716275,0.003022034
HEPARIN,F10,3.21,0.19,0.027154047,0.000557463
MENADIONE,F10,3.15,0.11,0.026631854,0.000322742
RECOMBINANT NEMATODE ANTICOAGULANT PROTEIN C2,F10,2.9,0.69,0.024456049,0.00202447
CHEMBL38397,F10,2.9,0.69,0.024456049,0.00202447
MELAGATRAN,F10,2.18,0.17,0.01818973,0.000498782
TRIMETHOPRIM/SULFADOXINE,F10,2.18,0.52,0.01818973,0.001525687
DANAPAROID,F10,2.18,0.52,0.01818973,0.001525687
PROTAMINE SULFATE,F10,2.18,0.52,0.01818973,0.001525687
LANOTEPLASE,F10,1.79,0.06,0.014795474,0.000176041
NAFAMOSTAT,F10,1.63,0.13,0.013402959,0.000381422
BEMIPARIN,F10,1.45,0.34,0.011836379,0.000997565
MENADIOL SODIUM DIPHOSPHATE,F10,1.24,0.15,0.010008703,0.000440102
TINZAPARIN,F10,1.09,0.26,0.00870322,0.000762844
ANTI-INHIBITOR COAGULANT COMPLEX,F10,1.09,0.26,0.00870322,0.000762844
THROMBIN,F10,0.44,0.03,0.003046127,8.80E-05
FIBRINOLYSIN,FGG,2.18,1.58,0.01818973,0.004635742
ABCIXIMAB,FGG,1.94,2.1,0.016100957,0.006161429
EPTIFIBATIDE,FGG,1.74,3.79,0.014360313,0.011119913
TIROFIBAN,FGG,1.74,3.79,0.014360313,0.011119913
ALFIMEPRASE,FGG,1.45,3.16,0.011836379,0.009271484
THROMBIN,FGG,0.44,0.32,0.003046127,0.000938884
DOXORUBICIN,CBR1,4.59,0.3,0.039164491,0.000880204
N6022,CBR1,4.36,5.68,0.03716275,0.0166652
QUERCETIN,CBR1,2.16,0.11,0.018015666,0.000322742
CURCUMIN,CBR1,2,0.15,0.016623151,0.000440102
DAUNORUBICIN,CBR1,1.95,0.17,0.01618799,0.000498782
RUTIN,CBR1,1.45,0.95,0.011836379,0.002787313
RESVERATROL,CBR1,1.3,0.17,0.010530896,0.000498782
CYCLOPHOSPHAMIDE,CBR1,0.77,0.07,0.00591819,0.000205381
FLUOROURACIL,CBR1,0.54,0.05,0.003916449,0.000146701
WEDELOLACTONE,CBR1,0.4,0.52,0.002697998,0.001525687
BELAPECTIN,LGALS3,4.36,28.4,0.03716275,0.083325998
LACTOSE,LGALS3,1.74,11.36,0.014360313,0.033330399
SUCCINOBUCOL,VCAM1,4.36,7.1,0.03716275,0.0208315
MERCAPTOPURINE,VCAM1,2.49,2.03,0.020887728,0.005956048
CLOVE OIL,VCAM1,2.18,3.55,0.01818973,0.01041575
CARVEDILOL,VCAM1,1.63,0.89,0.013402959,0.002611272
TROGLITAZONE,VCAM1,1.28,0.42,0.010356832,0.001232286
DEXAMETHASONE,VCAM1,1.11,0.17,0.008877285,0.000498782
CYCLOSPORINE,VCAM1,0.83,0.23,0.006440383,0.000674823
ALCOHOL,VCAM1,0.66,0.11,0.004960836,0.000322742
FLAVIN ADENIN DINUCLEOTIDE,IVD,2.42,6.31,0.020278503,0.018513628
ADAVOSERTIB,WEE1,9.01,1.4,0.077632724,0.00410762
CHEMBL214253,WEE1,8.71,8.12,0.075021758,0.023824194
CHEMBL462170,WEE1,8.71,8.12,0.075021758,0.023824194
CHEMBL512341,WEE1,8.71,8.12,0.075021758,0.023824194
CHEMBL592578,WEE1,4.36,4.06,0.03716275,0.011912097
WITHAFERIN A,WEE1,2.18,0.68,0.01818973,0.00199513
GEMCITABINE,WEE1,1.38,0.1,0.011227154,0.000293401
FOSTAMATINIB,WEE1,0.96,0.03,0.007571802,8.80E-05
CHEMBL505670,WEE1,0.87,0.12,0.006788512,0.000352082
CYC-116,WEE1,0.67,0.04,0.005047868,0.000117361
PROTOAPIGENONE,WEE1,0.62,0.29,0.004612707,0.000850864
CHEMBL379975,WEE1,0.59,0.09,0.00435161,0.000264061
PD-0166285,WEE1,0.59,0.08,0.00435161,0.000234721
CHEMBL586135,WEE1,0.48,0.45,0.003394256,0.001320306
ATENOLOL,GRK4,1.54,0.84,0.012619669,0.002464572
VERAPAMIL,GRK4,1.22,0.57,0.009834639,0.001672388
METOPROLOL,GRK4,1.09,1.78,0.00870322,0.005222545
BALANOL,GRK4,0.62,1.01,0.004612707,0.002963354
CHEMBL1236620,CLK3,4.36,11.36,0.03716275,0.033330399
LEUCETTAMINE B,CLK3,2.49,3.25,0.020887728,0.009535546
HARMINE,CLK3,2.32,1.51,0.019408181,0.004430361
CHEMBL261720,CLK3,1.74,4.54,0.014360313,0.013320424
FOSTAMATINIB,CLK3,0.96,0.08,0.007571802,0.000234721
CISPLATIN,LIG3,1.77,0.25,0.01462141,0.000733504
CYCLOPHOSPHAMIDE,LIG3,1.54,0.48,0.012619669,0.001408327
BLEOMYCIN,LIG3,0.44,1.89,0.003046127,0.005545287
VITAMIN E,PLTP,1.87,4.06,0.015491732,0.011912097
SIMVASTATIN,PLTP,1.24,1.01,0.010008703,0.002963354
CHEMBL489157,CSNK1G2,8.71,7.57,0.075021758,0.022210486
IODOTUBERCIDIN,CSNK1G2,2.9,2.52,0.024456049,0.007393715
IC261,CSNK1G2,1.74,0.76,0.014360313,0.002229851
(RS)-ROSCOVITINE,CSNK1G2,1.68,0.29,0.01383812,0.000850864
ALSTERPAULLONE,CSNK1G2,0.78,0.08,0.006005222,0.000234721
SB-220025,CSNK1G2,0.7,0.12,0.005308964,0.000352082
CYC-116,CSNK1G2,0.67,0.04,0.005047868,0.000117361
CHEMBL225519,CSNK1G2,0.59,0.06,0.00435161,0.000176041
TAK-715,CSNK1G2,0.54,0.16,0.003916449,0.000469442
SNS-314,CSNK1G2,0.52,0.09,0.003742385,0.000264061
PF-00562271,CSNK1G2,0.5,0.04,0.00356832,0.000117361
CENISERTIB,CSNK1G2,0.45,0.03,0.003133159,8.80E-05
SP-600125,CSNK1G2,0.44,0.04,0.003046127,0.000117361
LINIFANIB,CSNK1G2,0.44,0.05,0.003046127,0.000146701
ILORASERTIB,CSNK1G2,0.37,0.04,0.002436902,0.000117361
LUMINESPIB,TRAP1,3.27,14.2,0.02767624,0.041662999
CERDULATINIB,STK4,0.97,2.1,0.007658834,0.006161429
HESPERADIN,STK4,0.87,0.47,0.006788512,0.001378987
BOSUTINIB,STK4,0.76,0.82,0.005831158,0.002405892
HALOPEMIDE,PLD1,2.18,5.68,0.01818973,0.0166652
TAMOXIFEN,PLD1,2.08,0.68,0.017319408,0.00199513
CHOLINE SALICYLATE,PLD1,1.24,3.25,0.010008703,0.009535546
CHOLINE,PLD1,1.09,2.84,0.00870322,0.0083326
AFIMOXIFENE,PLD1,0.51,1.34,0.003655352,0.003931579
CHEMBL1161866,NDUFA5,3.54,0.3,0.03002611,0.000880204
NV-128,NDUFA5,1.13,0.28,0.009051349,0.000821524
ME-344,NDUFA5,1.11,0.28,0.008877285,0.000821524
METFORMIN HYDROCHLORIDE,NDUFA5,1.05,0.26,0.008355091,0.000762844
TRIAZOLAM,BRDT,0.87,1.26,0.006788512,0.003696858
ALPRAZOLAM,BRDT,0.58,1.26,0.004264578,0.003696858
MIDAZOLAM,BRDT,0.47,1.02,0.003307224,0.002992694
OSI-027,RPTOR,1.31,1.42,0.010617929,0.0041663
EVEROLIMUS,RPTOR,0.96,0.35,0.007571802,0.001026905
AZD-8055,RPTOR,0.87,0.95,0.006788512,0.002787313
SAPANISERTIB,RPTOR,0.76,0.62,0.005831158,0.001819089
EVEROLIMUS,TSC1,8.61,4.16,0.074151436,0.012205498
SIROLIMUS,TSC1,0.92,0.66,0.007223673,0.001936449
ASPIRIN,TSC1,0.36,0.26,0.002349869,0.000762844
IRINOTECAN,RAD50,3.45,3.22,0.02924282,0.009447525
N-ETHYLMALEIMIDE,SENP2,4.36,18.94,0.03716275,0.055570226
CHEMBL403328,NT5M,8.71,113.61,0.075021758,0.333333333
KERACYANIN,BCL2L11,2.49,8.12,0.020887728,0.023824194
IMATINIB,BCL2L11,2.31,1.67,0.019321149,0.004899803
IRINOTECAN,ISG15,1.15,1.07,0.009225413,0.003139395
INTERLEUKIN-10,IL10RA,0.87,11.36,0.006788512,0.033330399
ISOSORBIDE,BAD,2.18,4.73,0.01818973,0.013877886
NAVITOCLAX,BAD,1.34,1.46,0.010879025,0.00428366
RUBOXISTAURIN,BAD,1.24,5.41,0.010008703,0.015873016
FOSTAMATINIB,PI4KB,0.96,0.19,0.007571802,0.000557463
WORTMANNIN,PI4KB,0.94,0.77,0.007397737,0.002259191
ARTENIMOL,TAGLN2,7.53,1.4,0.064751958,0.00410762
TRIFLUOROMETHANESULFONAMIDE,CA12,8.71,7.57,0.075021758,0.022210486
ACETAZOLAMIDE,CA12,3.35,1.46,0.028372498,0.00428366
HYDROFLUMETHIAZIDE,CA12,1.58,0.69,0.012967798,0.00202447
ACETAZOLAMIDE SODIUM,CA12,1.09,0.95,0.00870322,0.002787313
BENZTHIAZIDE,CA12,1.09,0.95,0.00870322,0.002787313
PHENOL,CA12,1.09,0.47,0.00870322,0.001378987
CELECOXIB,CA12,1.04,0.11,0.008268059,0.000322742
